127.0.0.1 - - [21/Sep/2025:10:12:00 +0000] "GET / HTTP/1.1" 200 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:12:01 +0000] "GET /.env HTTP/1.1" 404 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:12:02 +0000] "GET /wp-login.php HTTP/1.1" 404 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:12:03 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:12:04 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:12:05 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:01 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:02 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:03 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:04 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:05 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:06 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:07 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:08 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:09 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:10 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:11 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:12 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:13 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:14 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:15 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:14:00 +0000] "GET /.env HTTP/1.1" 404 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:14:01 +0000] "GET /wp-login.php HTTP/1.1" 404 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:01 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:02 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:03 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:04 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:05 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:06 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:07 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:08 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:09 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:10 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:11 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:12 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:13 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:14 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:15 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:14:00 +0000] "GET /.env HTTP/1.1" 404 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:14:01 +0000] "GET /wp-login.php HTTP/1.1" 404 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:01 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:02 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:03 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:04 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:05 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:06 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:07 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:08 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:09 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:10 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:11 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:12 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:13 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:14 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:13:15 +0000] "GET /admin HTTP/1.1" 403 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:14:00 +0000] "GET /.env HTTP/1.1" 404 123 "-" "curl/7.68.0"
127.0.0.1 - - [21/Sep/2025:10:14:01 +0000] "GET /wp-login.php HTTP/1.1" 404 123 "-" "curl/7.68.0"
